Call Sign,Active PI Code,Frequency,Facility ID,City of License,State,Location,Date Allocated,Edit
WTSE,88AC,91.1,93012,BENTON,TN,"35° 19' 25.20"" N 84° 17' 53.70"" W",11/14/2018,Report Change
KICN-LP,2561,96.7,196547,PORTLAND,OR,"45° 27' 27.10"" N 122° 52' 9.20"" W",10/31/2018,Report Change
WXTY,936A,99.9,9311,LAFAYETTE,FL,"30° 29' 39.40"" N 84° 13' 59.60"" W",8/23/2018,Report Change
KBYS,1526,88.3,172777,LAKE CHARLES,LA,"30° 13' 49.00"" N 93° 12' 57.00"" W",11/14/2018,Report Change
WKMO,A756,99.3,48245,LEBANON JUNCTION,KY,"37° 44' 39.20"" N 85° 48' 48.90"" W",8/11/2018,Report Change
WMIX-FM,753F,94.1,73103,MOUNT VERNON,IL,"38° 22' 15.20"" N 88° 55' 20.20"" W",8/11/2018,Report Change
KODK,3550,90.7,171986,KODIAK,AK,"57° 47' 20.30"" N 152° 26' 1.90"" W",11/14/2018,Report Change
WFNH-LP,6335,95.1,194484,JACKSON,MS,"32° 16' 56.00"" N 90° 13' 1.00"" W",10/31/2018,Report Change
KRTO,3EE0,97.1,7101,GUADALUPE,CA,"34° 53' 51.90"" N 120° 35' 26.60"" W",8/11/2018,Report Change
WPGW-FM,7CF6,100.9,73878,PORTLAND,IN,"40° 26' 10.20"" N 85° 0' 53.90"" W",8/11/2018,Report Change
KCKH,1653,95.9,14065,MANSFIELD,MO,"37° 17' 10.20"" N 92° 36' 55.60"" W",9/14/2018,Report Change
WSUM,8644,91.7,79040,MADISON,WI,"42° 54' 16.00"" N 89° 33' 21.40"" W",11/14/2018,Report Change
KATC-FM,11F0,95.1,66249,COLORADO SPRINGS,CO,"38° 44' 43.00"" N 104° 51' 40.90"" W",8/11/2018,Report Change
WLMI,72F4,92.9,24645,GRAND LEDGE,MI,"42° 43' 58.10"" N 84° 33' 12.90"" W",8/11/2018,Report Change
KDMM,1930,103.1,198737,PARKER STRIP,AZ,"34° 18' 39.10"" N 114° 10' 10.80"" W",8/11/2018,Report Change
KALN,112B,102.5,164178,DEXTER,NM,"33° 23' 57.40"" N 104° 22' 31.90"" W",4/23/2019,Report Change
WWCF,8EF9,88.7,85292,MCCONNELLSBURG,PA,"39° 55' 33.30"" N 77° 57' 23.00"" W",11/14/2018,Report Change
KSIF,A45D,91.7,171701,WELLINGTON,TX,"34° 47' 24.20"" N 100° 10' 25.40"" W",11/14/2018,Report Change
KKOB-FM,2BD5,96.3,48596,ALBUQUERQUE,NM,"35° 12' 44.10"" N 106° 27' 0.00"" W",1/8/2020,Report Change
KZRF-FM,53C3,91.9,174020,SULPHUR SPRINGS,TX,"33° 7' 19.40"" N 95° 36' 19.80"" W",11/14/2018,Report Change
KEMC,1BCA,91.7,43571,BILLINGS,MT,"45° 39' 30.80"" N 108° 34' 16.50"" W",11/14/2018,Report Change
WLEB-LP,721D,93.1,134395,LEBANON,PA,"40° 20' 51.30"" N 76° 24' 32.80"" W",10/31/2018,Report Change
KEMX,1BDF,94.5,35973,LOCUST GROVE,OK,"36° 15' 5.30"" N 95° 13' 21.80"" W",8/11/2018,Report Change
KSTK,4180,101.7,73924,WRANGELL,AK,"56° 27' 13.80"" N 132° 23' 3.10"" W",11/14/2018,Report Change
WRFT,8221,91.5,22366,INDIANAPOLIS,IN,"39° 40' 33.10"" N 86° 0' 55.90"" W",11/14/2018,Report Change
WZBB,96C7,99.9,73340,STANLEYTOWN,VA,"36° 54' 50.40"" N 79° 57' 6.10"" W",8/11/2018,Report Change
WVMX,8D6B,107.9,54556,WESTERVILLE,OH,"40° 14' 41.70"" N 82° 55' 48.80"" W",8/11/2018,Report Change
KLVE,2F32,107.5,35086,LOS ANGELES,CA,"34° 13' 44.00"" N 118° 4' 5.20"" W",8/11/2018,Report Change
WXNW-LP,92CC,99.1,194785,SEVEN OAKS,SC,"34° 7' 36.60"" N 81° 13' 35.30"" W",10/31/2018,Report Change
KQIK-FM,3B1A,105.9,183380,HAILEYVILLE,OK,"34° 50' 44.30"" N 95° 34' 46.90"" W",8/11/2018,Report Change
WNEW-FM,777A,102.7,25442,NEW YORK,NY,"40° 44' 54.30"" N 73° 59' 8.50"" W",8/11/2018,Report Change
WXDJ,91BB,106.7,66376,FORT LAUDERDALE,FL,"25° 59' 35.30"" N 80° 10' 26.20"" W",8/11/2018,Report Change
KYBA,4F7A,105.3,67336,STEWARTVILLE,MN,"43° 40' 22.80"" N 92° 41' 54.60"" W",8/11/2018,Report Change
KFAI,1D3C,90.3,22630,MINNEAPOLIS,MN,"44° 58' 33.80"" N 93° 16' 21.80"" W",11/14/2018,Report Change
WSDA-LP,847E,98.7,124572,TRENTON,GA,"34° 52' 4.20"" N 85° 32' 43.80"" W",10/31/2018,Report Change
KPLT-FM,38CD,107.7,35484,PARIS,TX,"33° 44' 55.40"" N 95° 24' 53.80"" W",8/11/2018,Report Change
KLLE,2E2E,107.9,31716,NORTH FORK,CA,"37° 17' 41.80"" N 119° 33' 54.50"" W",8/11/2018,Report Change
WVBB,8C37,97.7,54597,ELLISTON-LAFAYETTE,VA,"37° 18' 30.50"" N 80° 9' 45.20"" W",8/11/2018,Report Change
WOBS-LP,79CC,106.1,196134,"ORANGEBURG, SC",SC,"33° 29' 55.60"" N 80° 50' 32.60"" W",10/31/2018,Report Change
WEUZ,6159,92.1,7053,MINOR HILL,TN,"35° 7' 18.30"" N 87° 11' 17.10"" W",8/11/2018,Report Change
WYPV,95A3,94.5,53290,MACKINAW CITY,MI,"45° 40' 0.00"" N 84° 38' 5.20"" W",8/11/2018,Report Change
KOZB,3783,97.5,16777,LIVINGSTON,MT,"45° 39' 25.70"" N 110° 48' 24.70"" W",8/11/2018,Report Change
KVAY,478C,105.7,31531,LAMAR,CO,"38° 6' 44.00"" N 102° 57' 40.70"" W",8/11/2018,Report Change
KMYZ-FM,3239,104.5,59979,PRYOR,OK,"36° 1' 10.30"" N 95° 39' 24.90"" W",8/11/2018,Report Change
WLKJ-FM1,72C1,105.7,121825,JOHNSTOWN,PA,"40° 19' 28.20"" N 78° 55' 0.00"" W",8/11/2018,Report Change
KKSP,2C4B,93.3,39751,BRYANT,AR,"34° 44' 37.30"" N 92° 19' 7.50"" W",8/11/2018,Report Change
KQSI-LP,3C1C,89.5,196400,SIDNEY,NE,"41° 9' 12.90"" N 102° 59' 1.70"" W",10/31/2018,Report Change
WSCD-FM,8467,92.9,42940,DULUTH,MN,"46° 47' 19.70"" N 92° 7' 4.60"" W",11/14/2018,Report Change
WNRC-LP,78B8,97.5,133676,DUDLEY,MA,"42° 2' 40.30"" N 71° 55' 50.20"" W",10/31/2018,Report Change
WLTD-LP,73A5,103.9,135070,DICKSON,TN,"36° 3' 1.20"" N 87° 21' 55.00"" W",10/31/2018,Report Change
KVBE-LP,4792,89.5,196425,PORTLAND,OR,"45° 27' 27.10"" N 122° 52' 9.20"" W",10/31/2018,Report Change
KLXS-FM,2F74,95.3,60860,PIERRE,SD,"44° 18' 41.90"" N 100° 21' 10.50"" W",8/11/2018,Report Change
WTWX-FM,8927,95.9,25674,GUNTERSVILLE,AL,"34° 20' 14.30"" N 86° 16' 45.90"" W",8/11/2018,Report Change
KTAL-LP,4237,101.5,195571,LAS CRUCES,NM,"32° 18' 33.00"" N 106° 49' 26.00"" W",10/31/2018,Report Change
KVGQ,4820,106.9,164204,OVERTON,NV,"36° 57' 59.00"" N 114° 33' 24.10"" W",8/11/2018,Report Change
KAUC,120A,89.7,92703,WEST CLARKSTON,WA,"46° 26' 19.50"" N 117° 0' 34.50"" W",11/14/2018,Report Change
KCRT-FM2,1715,92.5,203423,TRINIDAD,CO,"37° 8' 55.10"" N 104° 30' 41.90"" W",8/23/2018,Report Change
WTRJ-FM,8897,91.7,47425,ORANGE PARK,FL,"30° 16' 34.90"" N 81° 33' 50.30"" W",11/14/2018,Report Change
WBOQ,58C8,104.9,61409,GLOUCESTER,MA,"42° 38' 22.30"" N 70° 56' 20.20"" W",8/11/2018,Report Change
KBNA-FM,13F6,97.5,67066,EL PASO,TX,"31° 47' 34.30"" N 106° 28' 48.90"" W",8/11/2018,Report Change
WYNW,9570,92.9,87600,BIRNAMWOOD,WI,"44° 59' 49.90"" N 89° 22' 7.40"" W",8/11/2018,Report Change
WKJX,A711,96.7,49156,ELIZABETH CITY,NC,"36° 12' 10.60"" N 75° 52' 21.70"" W",8/11/2018,Report Change
KPPL,392D,92.5,87462,POPLAR BLUFF,MO,"36° 50' 59.20"" N 90° 22' 20.40"" W",8/11/2018,Report Change
KORT-FM,36C5,92.7,136,GRANGEVILLE,ID,"45° 51' 47.60"" N 116° 7' 27.50"" W",8/11/2018,Report Change
KUXX,473D,105.7,35057,JACKSON,MN,"43° 36' 53.80"" N 94° 57' 48.90"" W",8/11/2018,Report Change
WXLK,928C,92.3,9692,ROANOKE,VA,"37° 11' 51.40"" N 80° 9' 9.10"" W",8/11/2018,Report Change
KKOY-FM,2BEC,105.5,48291,CHANUTE,KS,"37° 35' 59.20"" N 95° 39' 10.90"" W",8/11/2018,Report Change
KOUT,3713,98.7,14642,RAPID CITY,SD,"44° 4' 13.00"" N 103° 15' 2.70"" W",8/11/2018,Report Change
WHCB,6759,91.5,2460,BRISTOL,TN,"36° 26' 3.30"" N 82° 8' 2.40"" W",11/14/2018,Report Change
WKQY,A7C8,100.1,64665,TAZEWELL,VA,"37° 8' 1.40"" N 81° 35' 41.40"" W",11/14/2018,Report Change
KNPJ,33E3,88.5,176113,GREYBULL,WY,"44° 24' 47.80"" N 107° 59' 51.30"" W",11/14/2018,Report Change
KSIV-FM,A46D,91.5,4276,ST. LOUIS,MO,"38° 34' 27.90"" N 90° 19' 31.90"" W",11/14/2018,Report Change
KFCY,1D80,88.1,86624,CHEYENNE,WY,"41° 9' 34.90"" N 104° 43' 19.90"" W",11/14/2018,Report Change
KXGM,4D64,89.1,85165,HIAWATHA,IA,"42° 1' 57.00"" N 91° 40' 24.60"" W",11/14/2018,Report Change
KLSI,2EE8,107.3,183350,MOORELAND,OK,"36° 22' 31.10"" N 99° 28' 32.40"" W",8/11/2018,Report Change
WXDC,91B4,92.9,68204,BERKELEY SPRINGS,WV,"39° 37' 0.30"" N 78° 13' 2.00"" W",8/11/2018,Report Change
KTCO,426E,98.9,26591,DULUTH,MN,"46° 47' 26.80"" N 92° 6' 59.70"" W",8/11/2018,Report Change
KZSK-LP,53E2,94.5,194237,SALT LAKE CITY,UT,"40° 36' 23.80"" N 111° 59' 43.80"" W",10/31/2018,Report Change
WWLY,8FF6,100.1,72956,PANAMA CITY BEACH,FL,"30° 10' 44.70"" N 85° 46' 54.80"" W",8/11/2018,Report Change
WKKR,A725,97.7,22875,AUBURN,AL,"32° 39' 26.00"" N 85° 25' 27.00"" W",8/11/2018,Report Change
KNIX-FM,133B,102.5,7698,PHOENIX,AZ,"33° 19' 58.10"" N 112° 3' 55.50"" W",5/3/2020,Report Change
WAZR,5743,93.7,57910,WOODSTOCK,VA,"38° 37' 4.40"" N 78° 42' 38.10"" W",8/11/2018,Report Change
KPLA,38BA,101.5,12429,COLUMBIA,MO,"39° 0' 52.10"" N 92° 16' 32.70"" W",8/11/2018,Report Change
KBUA,14AC,94.3,10097,SAN FERNANDO,CA,"34° 17' 3.00"" N 118° 28' 20.30"" W",8/11/2018,Report Change
WQME,A824,98.7,2216,ANDERSON,IN,"39° 58' 59.20"" N 85° 42' 40.90"" W",8/11/2018,Report Change
WKGL-FM,6FB7,96.7,38638,LOVES PARK,IL,"42° 21' 48.10"" N 89° 8' 6.40"" W",8/11/2018,Report Change
WWOF,A931,103.1,9312,TALLAHASSEE,FL,"30° 29' 39.70"" N 84° 13' 59.60"" W",8/11/2018,Report Change
KIOS-FM,269E,91.5,17416,OMAHA,NE,"41° 17' 14.90"" N 95° 59' 38.00"" W",11/14/2018,Report Change
KLKR,2E21,89.3,174342,ELKO,NV,"40° 55' 17.70"" N 115° 51' 1.20"" W",11/14/2018,Report Change
WNOC,786A,89.7,176349,BOWLING GREEN,OH,"41° 25' 39.20"" N 83° 36' 29.80"" W",11/14/2018,Report Change
WNCB,17EF,93.9,53596,CARY,NC,"35° 42' 50.60"" N 78° 49' 3.00"" W",5/3/2020,Report Change
WNJI-LP,77EE,95.9,197099,KEARNEY,NJ,"40° 46' 49.80"" N 74° 9' 58.50"" W",10/31/2018,Report Change
KERM,1C56,98.3,46739,TORRINGTON,WY,"41° 59' 40.80"" N 104° 12' 6.80"" W",8/11/2018,Report Change
KLRV,2EDB,90.9,91499,BILLINGS,MT,"45° 45' 53.80"" N 108° 27' 21.50"" W",11/14/2018,Report Change
WQTS,A8E8,102.9,51398,STATESBORO,GA,"32° 26' 43.60"" N 81° 58' 6.40"" W",8/29/2018,Report Change
KVIL,484F,103.7,28624,HIGHLAND PARK-DALLAS,TX,"32° 35' 19.50"" N 96° 58' 6.00"" W",8/11/2018,Report Change
WEHB-LP,5FEF,98.3,134857,WADESBORO,NC,"34° 57' 55.50"" N 80° 4' 34.20"" W",10/31/2018,Report Change
WXXC,93BC,106.9,6338,MARION,IN,"40° 35' 52.10"" N 85° 39' 20.90"" W",8/11/2018,Report Change
KKFM,2AF6,98.1,11237,COLORADO SPRINGS,CO,"38° 44' 35.90"" N 104° 51' 45.90"" W",8/11/2018,Report Change
KTGW,42DE,91.7,89170,FRUITLAND,NM,"36° 41' 46.00"" N 108° 13' 15.30"" W",11/14/2018,Report Change
KISF,26F9,103.5,28893,LAS VEGAS,NV,"36° 0' 28.90"" N 115° 0' 22.90"" W",8/11/2018,Report Change
WDZP-LP,5F2D,101.1,194790,WEST PALM BEACH,FL,"26° 42' 22.90"" N 80° 6' 7.10"" W",10/31/2018,Report Change
KKFT,2AFD,99.1,9136,GARDNERVILLE-MINDEN,NV,"39° 15' 33.70"" N 119° 42' 24.60"" W",8/11/2018,Report Change
KNOL,33CB,107.5,25520,JEAN LAFITTE,LA,"29° 57' 14.70"" N 89° 56' 58.20"" W",8/11/2018,Report Change
KRKF-LP,3DED,97.9,196615,CORPUS CHRISTI,TX,"27° 46' 11.10"" N 97° 26' 56.00"" W",10/31/2018,Report Change
WYFE,948E,88.9,5173,TARPON SPRINGS,FL,"28° 22' 41.00"" N 82° 40' 25.40"" W",11/14/2018,Report Change
WDQN-FM,5E41,95.9,17749,DUQUOIN,IL,"38° 1' 56.20"" N 89° 14' 30.30"" W",11/14/2018,Report Change
WGNV,65E7,88.5,19877,MILLADORE,WI,"44° 38' 36.90"" N 89° 50' 47.40"" W",11/14/2018,Report Change
WGNE-FM,65D6,99.9,15897,MIDDLEBURG,FL,"30° 19' 22.90"" N 81° 38' 33.30"" W",8/11/2018,Report Change
KHRU-LP,244A,93.1,196175,LIBBY,MT,"48° 24' 9.80"" N 115° 31' 56.40"" W",10/31/2018,Report Change
KWXZ-LP,4C87,95.1,195561,COACHELLA,CA,"33° 40' 41.10"" N 116° 10' 34.00"" W",10/31/2018,Report Change
KRFL-LP,3D71,107.9,131905,FULTON,MO,"38° 50' 29.10"" N 91° 57' 1.60"" W",10/31/2018,Report Change
KEFW-LP,1B28,102.5,194534,FORT WORTH,TX,"32° 48' 7.50"" N 97° 24' 30.10"" W",10/31/2018,Report Change
KRNG,3E3C,101.3,60327,FALLON,NV,"39° 42' 29.60"" N 119° 10' 19.60"" W",8/11/2018,Report Change
WTGF,8775,90.5,20474,MILTON,FL,"30° 36' 15.70"" N 87° 7' 44.90"" W",11/14/2018,Report Change
KKCN-FM1,2AA9,103.1,124900,SAN ANGELO,TX,"31° 27' 43.50"" N 100° 26' 4.30"" W",8/11/2018,Report Change
WJDT,6CCD,106.5,7950,ROGERSVILLE,TN,"36° 22' 51.30"" N 83° 10' 46.60"" W",8/11/2018,Report Change
WJSC-FM,6E42,90.7,6121,JOHNSON,VT,"44° 38' 29.10"" N 72° 40' 18.40"" W",11/14/2018,Report Change
KYQQ,5110,106.5,37121,ARKANSAS CITY,KS,"37° 21' 24.10"" N 96° 57' 56.10"" W",8/11/2018,Report Change
WPOB,7DB1,88.5,52782,PLAINVIEW,NY,"40° 47' 48.30"" N 73° 27' 42.40"" W",11/14/2018,Report Change
WGKZ-LP,659D,88.7,193783,QUINESEC,MI,"45° 49' 5.00"" N 88° 3' 56.60"" W",10/31/2018,Report Change
KSVB-LP,41AB,94.1,193717,BIG BEAR CITY,CA,"34° 14' 44.00"" N 116° 51' 45.10"" W",10/31/2018,Report Change
WVMB-LP,8D55,107.9,133368,MADISON,AL,"34° 49' 30.30"" N 86° 54' 24.00"" W",10/31/2018,Report Change
KIJN-FM,2617,92.3,65458,FARWELL,TX,"34° 32' 26.30"" N 102° 47' 57.80"" W",11/14/2018,Report Change
KVRS,4940,90.3,36822,LAWTON,OK,"34° 31' 51.30"" N 98° 33' 11.20"" W",11/14/2018,Report Change
KKVU,2C9E,104.5,162327,STEVENSVILLE,MT,"46° 48' 5.70"" N 113° 58' 25.30"" W",8/11/2018,Report Change
KNPS,33EC,91.7,175940,SCOBEY,MT,"48° 48' 5.10"" N 105° 20' 57.00"" W",11/14/2018,Report Change
KBNM-LP,1402,98.7,133409,BELEN,NM,"34° 39' 54.20"" N 106° 45' 57.00"" W",10/31/2018,Report Change
KACP,A143,103.1,189474,PAHRUMP,NV,"36° 17' 2.80"" N 116° 3' 1.10"" W",8/11/2018,Report Change
WKZV,71AF,102.1,25549,TYBEE ISLAND,GA,"32° 3' 29.70"" N 81° 20' 18.40"" W",8/21/2019,Report Change
WLPS-FM,734C,89.5,91947,LUMBERTON,NC,"34° 42' 2.60"" N 79° 6' 31.10"" W",11/14/2018,Report Change
KAIP,A1DF,88.9,122025,WAPELLO,IA,"41° 4' 59.10"" N 91° 10' 18.50"" W",11/14/2018,Report Change
WJNF,6DC3,91.7,175441,DALTON,MA,"42° 26' 11.30"" N 73° 3' 12.40"" W",11/14/2018,Report Change
KIXN,2783,102.9,14024,HOBBS,NM,"32° 47' 12.30"" N 103° 7' 4.70"" W",8/11/2018,Report Change
KWKI-LP,4B24,106.9,191832,PAHRUMP,NV,"36° 18' 24.80"" N 116° 2' 44.10"" W",10/31/2018,Report Change
KTGL,42D3,92.9,53141,BEATRICE,NE,"40° 31' 6.00"" N 96° 46' 7.10"" W",8/11/2018,Report Change
KAOY,1184,101.5,70377,KEALAKEKUA,HI,"19° 43' 15.00"" N 155° 55' 16.00"" W",8/11/2018,Report Change
KLJX-LP,2E0D,107.1,193094,FLAGSTAFF,AZ,"35° 11' 29.90"" N 111° 39' 19.30"" W",10/31/2018,Report Change
KDNE,1942,91.9,17043,CRETE,NE,"40° 37' 16.00"" N 96° 57' 5.10"" W",11/14/2018,Report Change
KEGH-FM2,1B33,107.1,197794,BOUNTIFUL,UT,"40° 50' 4.80"" N 111° 52' 5.80"" W",8/11/2018,Report Change
WSWO-LP,867A,97.3,131375,HUBER HEIGHTS,OH,"39° 49' 32.30"" N 84° 8' 59.20"" W",10/31/2018,Report Change
KCWR,1795,107.1,43749,BAKERSFIELD,CA,"35° 22' 10.90"" N 119° 0' 21.40"" W",8/11/2018,Report Change
KYDS,4FC0,91.5,58888,SACRAMENTO,CA,"38° 36' 32.60"" N 121° 21' 41.80"" W",11/14/2018,Report Change
WENY-FM,A6A2,97.7,14713,BIG FLATS,NY,"42° 8' 31.30"" N 77° 4' 38.90"" W",8/11/2018,Report Change
WTGT-LP,8783,100.9,193390,DONNELLSON,IL,"39° 1' 46.40"" N 89° 28' 25.80"" W",10/31/2018,Report Change
WKXX,717D,102.9,957,ATTALLA,AL,"33° 58' 28.30"" N 86° 12' 23.90"" W",8/11/2018,Report Change
WMGQ,7504,98.3,55179,NEW BRUNSWICK,NJ,"40° 28' 37.40"" N 74° 29' 31.60"" W",8/11/2018,Report Change
KYBG,4F80,102.1,66791,BASILE,LA,"30° 5' 13.70"" N 92° 22' 54.50"" W",8/11/2018,Report Change
WLOM-LP,732C,92.7,135683,OCEAN CITY,NJ,"39° 16' 47.40"" N 74° 34' 28.50"" W",10/31/2018,Report Change
WECV,5F81,89.1,67633,NASHVILLE,TN,"36° 8' 28.20"" N 86° 45' 23.00"" W",11/14/2018,Report Change
KWVN-FM,4C47,107.7,57757,PENDLETON,OR,"45° 35' 26.40"" N 118° 34' 50.80"" W",8/11/2018,Report Change
WBPC,58D4,95.1,164212,EBRO,FL,"30° 26' 39.70"" N 85° 52' 37.80"" W",8/11/2018,Report Change
KLGG,2DAE,89.3,172927,KELLOGG,ID,"47° 29' 31.70"" N 116° 8' 36.50"" W",11/14/2018,Report Change
WGYS-LP,6702,102.3,195407,DIXFIELD,ME,"44° 32' 14.10"" N 70° 27' 31.30"" W",10/31/2018,Report Change
WYBO,9430,92.9,166071,WAYNESBORO,GA,"33° 13' 6.40"" N 82° 2' 31.10"" W",8/11/2018,Report Change
WDIN,5D71,102.9,27954,CAMUY,PR,"18° 17' 27.00"" N 66° 39' 39.00"" W",8/11/2018,Report Change
KZPZ-LP,53A3,106.7,197553,MOUNT VERNON,TX,"33° 11' 11.40"" N 95° 12' 50.70"" W",10/31/2018,Report Change
WSAG,8436,104.1,87624,LINWOOD,MI,"43° 43' 30.10"" N 83° 56' 49.90"" W",8/11/2018,Report Change
WGMA,65B8,99.7,191546,SILVER SPRINGS SHORE,FL,"29° 11' 0.00"" N 82° 2' 17.00"" W",8/11/2018,Report Change
KBSJ,1481,91.3,92575,JACKPOT,NV,"41° 47' 7.60"" N 114° 50' 25.10"" W",11/14/2018,Report Change
WMOS,75D6,102.3,60251,STONINGTON,CT,"41° 24' 23.30"" N 71° 50' 13.20"" W",8/11/2018,Report Change
KRUE,3EF0,92.1,70930,WASECA,MN,"44° 2' 43.90"" N 93° 23' 2.80"" W",8/11/2018,Report Change
WHCY,1770,106.3,11984,"BLAIRSTOWN,",NJ,"41° 2' 53.30"" N 74° 58' 19.60"" W",5/3/2020,Report Change
KBNR,1407,88.3,73752,BROWNSVILLE,TX,"25° 55' 11.30"" N 97° 31' 44.90"" W",11/14/2018,Report Change
KYEL,4FD3,105.5,76511,DANVILLE,AR,"35° 6' 11.30"" N 93° 13' 58.60"" W",8/11/2018,Report Change
WELJ,A65F,104.7,7996,MONTAUK,NY,"41° 1' 57.30"" N 71° 58' 29.20"" W",8/11/2018,Report Change
WATY,56AE,91.3,83543,FOLKSTON,GA,"30° 49' 16.80"" N 81° 44' 13.40"" W",11/14/2018,Report Change
WSDH,8485,91.5,59002,SANDWICH,MA,"41° 44' 6.30"" N 70° 27' 33.00"" W",11/14/2018,Report Change
KDWG,1A2E,90.9,93389,DILLON,MT,"45° 12' 32.70"" N 112° 38' 17.00"" W",11/14/2018,Report Change
WFXD,6435,103.3,70392,MARQUETTE,MI,"46° 36' 13.80"" N 87° 37' 15.50"" W",8/11/2018,Report Change
WPHS,7D0C,89.1,70892,WARREN,MI,"42° 31' 0.10"" N 83° 0' 35.70"" W",11/14/2018,Report Change
WGHL,6541,105.1,51074,SHEPHERDSVILLE,KY,"38° 4' 55.20"" N 85° 47' 5.90"" W",8/11/2018,Report Change
KANR,1163,91.9,93046,SANTA ROSA,NM,"34° 57' 20.20"" N 104° 40' 55.00"" W",11/14/2018,Report Change
WCTO,5BEC,96.1,36997,EASTON,PA,"40° 35' 55.30"" N 75° 25' 10.60"" W",8/11/2018,Report Change
WSTX-FM,8635,100.3,20601,CHRISTIANSTED,VI,"17° 45' 12.90"" N 64° 47' 53.50"" W",8/11/2018,Report Change
KSOI,A4FC,91.9,172583,MURRAY,IA,"40° 56' 44.10"" N 94° 8' 49.30"" W",11/14/2018,Report Change
WRHN,824F,100.1,49800,RHINELANDER,WI,"45° 37' 41.80"" N 89° 23' 38.50"" W",8/11/2018,Report Change
WSSK,860E,89.7,76980,SARATOGA SPRINGS,NY,"43° 11' 35.20"" N 73° 45' 23.40"" W",11/14/2018,Report Change
WKFX,6FA9,99.1,55339,RICE LAKE,WI,"45° 22' 22.90"" N 91° 55' 22.60"" W",8/11/2018,Report Change
WMCD,748F,106.5,60213,ROCKY FORD,GA,"32° 43' 57.60"" N 81° 51' 42.40"" W",8/11/2018,Report Change
WKLS,A740,105.9,10701,SOUTHSIDE,AL,"33° 55' 7.40"" N 86° 4' 58.90"" W",8/11/2018,Report Change
WIBN,69EF,98.1,28200,EARL PARK,IN,"40° 34' 22.10"" N 87° 27' 12.10"" W",8/11/2018,Report Change
WMQX,760F,102.3,22925,PITTSTON,PA,"41° 18' 20.30"" N 75° 45' 36.70"" W",8/11/2018,Report Change
WAMC-FM,55E2,90.3,70849,ALBANY,NY,"42° 38' 14.30"" N 73° 10' 5.40"" W",11/14/2018,Report Change
WCVJ,5C1B,90.9,612,JEFFERSON,OH,"41° 37' 50.20"" N 80° 45' 35.30"" W",11/14/2018,Report Change
KKVM,2C96,104.7,16269,VAIL,CO,"39° 38' 4.90"" N 106° 26' 49.10"" W",8/11/2018,Report Change
WRGF,822D,89.7,88923,GREENFIELD,IN,"39° 44' 55.10"" N 85° 40' 49.90"" W",11/14/2018,Report Change
WCMM,5B34,102.5,73995,GULLIVER,MI,"45° 57' 59.90"" N 86° 29' 17.50"" W",8/11/2018,Report Change
WZKV,97C5,90.7,41886,DYERSBURG,TN,"36° 6' 2.30"" N 89° 29' 11.30"" W",11/14/2018,Report Change
KBFZ-LP,133F,101.7,192918,GARDEN CITY,KS,"37° 59' 34.10"" N 100° 50' 29.60"" W",10/31/2018,Report Change
KZSD-FM,53DB,102.5,59466,MARTIN,SD,"43° 26' 5.90"" N 101° 33' 15.50"" W",11/14/2018,Report Change
KZVV,543B,88.3,176152,FAIRBANKS,AK,"64° 52' 43.40"" N 148° 3' 18.70"" W",11/14/2018,Report Change
WRDJ-LP,81E3,93.5,135626,MERRITT ISLAND,FL,"28° 25' 23.00"" N 80° 42' 19.10"" W",10/31/2018,Report Change
KYHO-LP,A524,106.9,132156,POPLAR BLUFF,MO,"36° 45' 45.10"" N 90° 25' 53.40"" W",10/31/2018,Report Change
WFSW,63C6,89.1,21798,PANAMA CITY,FL,"30° 22' 2.70"" N 85° 55' 28.80"" W",11/14/2018,Report Change
KVCS,47BA,89.1,172375,SPRING VALLEY,MN,"43° 38' 33.90"" N 92° 31' 35.60"" W",11/14/2018,Report Change
KTNA,437E,88.9,64555,TALKEETNA,AK,"62° 19' 3.10"" N 150° 18' 0.10"" W",11/14/2018,Report Change
WFMP-LP,6323,106.5,192511,LOUISVILLE,KY,"38° 14' 45.20"" N 85° 45' 28.80"" W",10/31/2018,Report Change
KLPX,2EA9,96.1,2745,TUCSON,AZ,"32° 14' 56.30"" N 111° 7' 1.40"" W",8/11/2018,Report Change
KXWA,4EF8,101.9,70822,CENTENNIAL,CO,"39° 23' 6.90"" N 105° 2' 53.90"" W",8/11/2018,Report Change
KLXK,2F6C,93.5,7702,BRECKENRIDGE,TX,"32° 47' 32.40"" N 98° 56' 25.20"" W",8/11/2018,Report Change
KNNW,33BC,103.1,67283,COLUMBIA,LA,"32° 11' 44.60"" N 92° 9' 48.50"" W",8/11/2018,Report Change
WCEB,5A59,91.9,13942,CORNING,NY,"42° 7' 10.20"" N 77° 5' 0.80"" W",11/14/2018,Report Change
WNUW-LP,791A,98.5,192952,ASTON,PA,"39° 52' 39.40"" N 75° 27' 19.70"" W",10/31/2018,Report Change
WRTW,8390,90.5,28188,CROWN POINT,IN,"41° 20' 56.10"" N 87° 24' 2.10"" W",11/14/2018,Report Change
KDCJ,1829,91.5,171696,KERMIT,TX,"31° 51' 43.40"" N 103° 4' 42.50"" W",11/14/2018,Report Change
WKKG,A71A,101.5,72259,COLUMBUS,IN,"39° 11' 12.10"" N 85° 56' 59.90"" W",8/11/2018,Report Change
